title,genre,rating,voting,duration,storyline
The Balconettes,fantasy,5.8,1.4K,1h 44m,Three women in a Marseille apartment gets stuck in a heat wave. They find themselves trapped in a terrifying affair and longing for freedom.
The Ballad of Davy Crockett,war,4.6,265,1h 36m,"In 1815, an American Legend, whose wife has fallen deathly ill, leaving his young children to survive on their own, must fight his way back to them across the many perils found in the Savage Lands of the wild frontier."
The Beach Boys,"music, biography, documentary",7.1,2.3K,1h 53m,A celebration of the legendary band that revolutionized pop music and created the harmonious sound that personified the California Dream.
The Beautiful Game,sport,6.3,8.3K,2h 5m,Advocates to end homelessness organize an annual tournament for homeless men to compete in a series of football matches known as The Homeless World Cup.
The Beekeeper,"action, crime, thriller",6.3,163K,1h 45m,A former operative of a powerful organization embarks on a brutal campaign for vengeance.
The Best Friend,musical,6.4,147,1h 36m,"On Canoa Quebrada beach, the reunion between two friends rekindles old desires."
The Bibi Files,"biography, documentary",7.5,1.4K,1h 55m,An inside look into the corruption charges against Israeli Prime Minister Benjamin Netanyahu through leaked police interrogation videos.
The Bloody Hundredth,documentary,7.5,2.7K,1h 2m,It honors the heroes of the 100th Bomb Group.
The Brutalist,drama,7.3,95K,3h 36m,A visionary architect flees post-war Europe in 1947 for a brighter future in the United States and finds his life forever changed by a wealthy client.
The Children's Train,history,7.4,8K,1h 46m,A seven-year-old boy named Amerigo who in 1946 leaves his impoverished family in Naples and gets on a train to go live with a wealthier family in the north as part of a postwar initiative to rescue children from poverty.
The Colors Within,"music, animation",7.1,1.2K,1h 41m,A girl who can see colors in people's hearts joins a band with two other people.
The Count of Monte-Cristo,"romance, thriller, action, adventure, drama",7.6,38K,2h 58m,"After escaping from an island prison where he spent 14 years for being wrongly accused of state treason, Edmond Dantès returns as the Count of Monte Cristo to exact revenge on the men who betrayed him."
The Crow,"horror, romance, fantasy, action, crime",4.7,37K,1h 51m,"Soulmates Eric and Shelly are brutally murdered. Given a chance to save the love of his life, Eric must sacrifice himself and traverse the worlds of the living and the dead, seeking revenge."
The Damned,"history, horror, mystery",5.4,939,1h 29m,"In the winter of 1862, during the Civil War, the U.S. Army sends a volunteer company to patrol the uncharted Western territories."
The Day the Earth Blew Up: A Looney Tunes Movie,"sci-fi, comedy, family, adventure, animation",6.9,6.2K,1h 31m,Porky Pig and Daffy Duck are Earth's only hope when facing the threat of alien invasion.
The Deb,musical,7.5,72,2h 1m,An original comedy musical about two teenage girls attending a debutante ball in a small country town.
The Deliverance,"horror, mystery",5.1,23K,1h 52m,"An Indiana family discovers strange, demonic occurrences that convince them and their community that the house is a portal to hell."
The Devil's Bath,history,6.6,6.8K,2h 1m,"Austria in the 18th century. Forests surround villages. Killing a baby gets a woman sentenced to death. Agnes readies for married life with her beloved. But her mind and heart grow heavy. A gloomy path alone, evil thoughts arising."
The Ecstasy of Gold: The Treasure of Jesse James,western,5.9,19,1h 30m,"Colt Turner returns home eager to embrace his beloved partner Annie. His homecoming is met with a tense atmosphere, as Colt holds valuable information about the location of a legendary load of gold: the treasure of the famous Jesse James."
The End,"fantasy, sci-fi, musical",5.4,2.4K,2h 28m,"After decades alone, a wealthy family living in a salt mine encounters a stranger."
The Extraordinary Miss Flower,music,7.2,41,1h 13m,"Uncovers Geraldine Flower's collection of love letters, suggesting a potential double life as a spy."
The Fall Guy,"action, romance, comedy, drama",6.8,228K,2h 6m,"A stuntman, fresh off an almost career-ending accident, has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job."
The Fall of 2008,news,6.9,12,1h 1m,"After starting a painting business right before the housing crash, a filmmaker drives over 35,000 miles to track down the people who saw it coming and look back at the responses to the largest financial crisis since the great depression."
The Final: Attack on Wembley,sport,6.3,2.6K,1h 22m,A dramatic England penalty defeat to Italy and chaos as thousands of un-ticketed fans attempted to storm Wembley Stadium.
The Fire Inside,"biography, sport",6.7,3.1K,1h 49m,Claressa Shields becomes the first American woman to win a gold medal only to learn that not all dreams are created equal.
The First Omen,horror,6.5,66K,1h 59m,"A young American woman is sent to Rome to begin a life of service to the church, but encounters a darkness that causes her to question her faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate."
The Forge,family,6.7,5.2K,2h 4m,"After graduating from high school without any plans for the future, Isaiah receives a push to start making better life decisions."
The Friend,comedy,6.3,3.3K,1h 59m,"When a solitary writer adopts and bonds with a Great Dane that belonged to a late friend, she begins to come to terms with her past and her own creative inner life."
The Friendly,war,8.9,30,1h 41m,"Military medic Curtis gets injured, returns home with dog Friendly who saved him. Curtis and Friendly adjust to civilian life. Curtis falls in love with nurse Sophia, who has a child."
The Garfield Movie,"fantasy, family, adventure, animation",5.7,25K,1h 41m,"After Garfield's unexpected reunion with his long-lost father, ragged alley cat Vic, he and his canine friend Odie are forced from their perfectly pampered lives to join Vic on a risky heist."
The Girl with the Needle,"crime, history",7.5,15K,2h 3m,"Copenhagen 1919: A young worker finds herself unemployed and pregnant. She meets Dagmar, who runs an underground adoption agency. A strong connection grows but her world shatters when she stumbles on the shocking truth behind her work."
The Goat Life,adventure,7.1,48K,2h 53m,"An Indian man seeking work follows a job lead to Saudi Arabia, only to find himself forced to labor without pay as a goat herder in the remote desert."
The Great Lillian Hall,history,7.3,2.1K,1h 50m,"Lillian Hall, a Broadway actress, has never missed a performance throughout her long, illustrious career. Yet in the rehearsals her confidence is challenged. People and events conspire to take away her ability to do what she loves most."
The Greatest Hits,"romance, sci-fi, music",6.2,7.7K,1h 34m,"A love story centering on the connection between music and memory and how they transport us, sometimes literally."
The Guardsmen,western,3.5,145,1h 13m,Oklahoma's famed Guardsmen are tasked with ridding the territory of Outlaws that threaten the American way of life.
The Guardsmen: Part 2,western,3.6,87,,The story of Oklahoma's famed three Guardsmen as they continue to track down and rid the territory of infamous Outlaws in the Wild West.
The Idea of You,"romance, comedy, drama",6.3,75K,1h 55m,"Solène, a 40-year-old single mom, begins an unexpected romance with 24-year-old Hayes Campbell, the lead singer of August Moon, the hottest boy band on the planet."
The Instigators,"comedy, thriller, action, crime, mystery, drama",6.2,39K,1h 41m,Follows two robbers who must go on the run with the help of one of their therapists after a theft doesn't go as planned.
The Killer,action,5.7,14K,2h 6m,"After being betrayed by his master, a disillusioned assassin takes one final shot with the intention of using the money to help a musician he accidentally blinded regain vision."
The Killer's Game,action,5.8,18K,1h 44m,"When a hitman is diagnosed with a terminal illness, he decides to take a hit out on himself. But when the very hitmen he hired also target his ex-girlfriend, he must fend off an army of assassin colleagues."
The Kingdom,history,7.0,152,2h 13m,The story is set in the Kingdom of Kalayaan in the contemporary era in an alternate version of the Philippines where the islands were never colonized.
The Last Front,war,5.5,643,1h 38m,"Amidst World War I's chaos, a grieving father turns hero, leading villagers to safety while evading a relentless enemy driven by vengeance."
The Last Journey,documentary,7.8,5.5K,1h 35m,"Renowned Swedish TV-duo Filip and Fredrik embark on a trip to France, aiming to rekindle the zest for life of Filip's father"
The Last Showgirl,drama,6.5,15K,1h 28m,A seasoned showgirl must plan for her future when her show abruptly closes after a 30-year run.
The Liberation Men,war,6.5,92,1h 30m,Canadian soldiers in WW2 Holland fight against the clock to save a town from their own allied artillery.
The Life of Chuck,"fantasy, sci-fi, drama",7.7,8K,1h 51m,"A life-affirming, genre-bending story about three chapters in the life of an ordinary man named Charles Krantz."
The Lord of the Rings: The War of the Rohirrim,"action, fantasy, adventure, animation",6.3,33K,2h 14m,"A sudden attack by Wulf, a clever and traitorous lord of Rohan seeking vengeance for the death of his father, forces Helm Hammerhand, the King of Rohan, and his people to make a daring last stand in the ancient stronghold of the Hornburg."
The Lost Children,documentary,7.0,3K,1h 36m,"Four Indigenous children stranded in Colombian Amazon after plane crash. Guided by ancestral knowledge, they survive while awaiting rescue operation amid the jungle's challenges."
The Luckiest Man in America,thriller,6.2,4K,1h 31m,May 1984. An unemployed ice cream truck driver steps onto the game show Press Your Luck harboring a secret: the key to endless money. But his winning streak is threatened when the bewildered executives uncover his real motivations.
The Marching Band,music,7.4,4.1K,1h 43m,"Acclaimed conductor Thibaut has leukemia and needs a bone marrow donor. Learning he was adopted, he finds an older brother, a musician and factory worker. Their reunion sparks a fraternal, musical journey amidst the town's factory closure."
The Master and Margarita,"romance, fantasy",7.2,5K,2h 36m,"A writer's novel is banned and play canceled. He then conceives a satirical novel where a devil-like character metaphorically revenges those responsible. Knowing it cannot be published, his muse Margarita pushes him to write it anyway."
The Menendez Brothers,documentary,7.0,9.8K,1h 59m,"In 1996, the Menendez brothers faced trial for killing their parents, a case that captivated America. Years later, they share their side through interviews with those involved, offering a fresh take on the events."
The Merry Gentlemen,musical,4.8,10K,1h 27m,"To save her parents' small-town performing venue, a former big-city dancer decides to stage an all-male, Christmas-themed revue."
The Ministry of Ungentlemanly Warfare,"action, war, comedy",6.8,140K,2h 2m,The British military recruits a small group of highly skilled soldiers to strike against German forces behind enemy lines during World War II.
The Most Precious of Cargoes,animation,7.1,1.5K,1h 21m,"During a war that plagues everything around, a lumberjack's wife finds an abandoned baby girl. This meeting transforms the lives of the couple and those whose destinies intertwine with that of the child."
The Netflix Slam,"game-show, reality-tv",7.2,147,2h 30m,Two tennis greats square off in a one-of-a-kind exhibition match when 22-time Grand Slam champion Rafael Nadal takes on fellow countryman and No. 2-ranked Carlos Alcaraz in the featured match. From Las Vegas.
The New Year That Never Came,history,8.1,5.5K,2h 18m,"On the brink of revolution in 1989 Romania, six lives intersect amid protests and personal struggles, leading to the explosive fall of Ceausescu and the communist regime."
The Night Before Christmas in Wonderland,musical,6.3,527,1h 20m,"The Queen of Hearts has outlawed Christmas. As a child, the white rabbit missed her gift. Years later, Father Christmas receives the lost letter and voyages to Wonderland. With the help of curious young Alice, can Christmas be saved?"
The Night They Came Home,western,3.6,445,1h 45m,A frontier lawman partners with an Indian detective to hunt down a ruthless band of teenage criminals known as the Rufus Buck Gang.
The Opera! Arie per un'eclissi,musical,6.3,135,1h 46m,Modern version of Orpheus and Eurydice.
The Order,"crime, thriller, drama",6.8,50K,1h 56m,"A series of bank robberies and car heists frightened communities in the Pacific Northwest. A lone FBI agent believes that the crimes were not the work of financially motivated criminals, but rather a group of dangerous domestic terrorists."
The Pee Pee Poo Poo Man,"crime, comedy",8.2,36,1h 19m,A paranoid young man launches a bizarre crime spree against the citizens of Toronto.
The Piano Lesson,music,6.2,5.1K,2h 7m,"Follows the lives of the Charles family as they deal with themes of family legacy and more, in deciding what to do with an heirloom, the family piano."
The Platform 2,sci-fi,4.9,41K,1h 39m,"A thrilling physical journey that allows an approach to the darkness, where it is scary to look. It appeals to the viewer's civil responsibility and forces them to face the limits of their own solidarity."
The Program,documentary,7.1,871,1h 42m,"Explores the unprecedented bipartisan congressional effort to uncover what intelligence agencies really know about UFOs, now referred to as UAP."
The Remarkable Life of Ibelin,"biography, documentary, animation",8.2,13K,1h 43m,"Mats Steen, a Norwegian gamer, died of a degenerative muscular disease at the age of 25. His parents mourned what they thought had been a lonely and isolated life, when they started receiving messages from online friends around the world."
The Return,"history, adventure, drama",6.2,11K,1h 56m,"After 20 years Odysseus finally returns to Ithaca, where he finds his wife held prisoner by suitors vying to be king and his son facing death at their hands. To win back his family and all he has lost, Odysseus must rediscover his strength."
The Rule of Jenny Pen,"horror, mystery, thriller",6.2,6.3K,1h 44m,"Confined to a secluded rest home and trapped within his stroke-ridden body, a former Judge must stop an elderly psychopath who employs a child's puppet to abuse the home's residents with deadly consequences."
The Salt Path,drama,7.0,2.3K,1h 55m,A couple lose their home and later discover the husband has been diagnosed with a terminal illness as they embark on a year long coastal trek.
The Seed of the Sacred Fig,crime,7.6,16K,2h 47m,"An investigating judge struggles with paranoia amid political unrest in Tehran caused by the death of a young woman. When his gun goes missing, he suspects his wife and daughters, imposing harsh measures that fray family ties."
The Shamrock Spitfire,war,5.2,499,1h 48m,"The story of Irish fighter pilot Brendan ""Paddy"" Finucane, who at the age of just 21, became the youngest ever wing commander in the Royal Air Force, and one of its greatest and most celebrated fighter aces during World War II."
The Shrouds,"sci-fi, horror, thriller, drama",5.8,4.1K,2h,"Karsh, an innovative businessman and grieving widower, builds a device to connect with the dead inside a burial shroud."
The Silent Hour,crime,6.1,8.5K,1h 39m,A detective with hearing loss and a deaf witness to a murder must lean on each other to outsmart killers they can't hear coming when cornered in an abandoned apartment block.
The Six Triple Eight,"history, war",6.7,28K,2h 7m,"During World War II, 855 women joined the fight to fix the three-year backlog of undelivered mail. Faced with discrimination and a country devastated by war, they managed to sort more than 17 million pieces of mail ahead of time."
The Strangers: Chapter 1,horror,4.6,23K,1h 31m,"After their car breaks down in an eerie small town, a young couple is forced to spend the night in a remote cabin. Panic ensues as they are terrorized by three masked strangers who strike with no mercy and seemingly no motive."
The Substance,"sci-fi, horror, drama",7.2,322K,2h 21m,"A fading celebrity takes a black-market drug: a cell-replicating substance that creates a younger, better version of herself."
The Supremes at Earl's All-You-Can-Eat,comedy,6.5,1.5K,2h 4m,"Lifelong friends, three women share an unbreakable bond after decades of weathering life's storms. Now, through new heartbreaks, the trio is put to the test as they face one of their most challenging moments."
The Surfer,thriller,6.0,10K,1h 40m,"A man returns to the idyllic beach of his childhood to surf with his son. When he is humiliated by a group of locals, the man is drawn into a conflict that keeps rising and pushes him to his breaking point."
The Swedish Torpedo,sport,6.0,280,2h,"Summer of 1939. The outbreak of war in Europe is drawing ever closer, but Sally Bauer cannot tear herself away from the sea and her longing to cross the English Channel."
The Tearsmith,"romance, fantasy",5.2,13K,1h 43m,Sometimes our greatest fear is accepting that someone can honestly love us for who we are. Nica and Rigel are ready to find it out together.
The Thicket,"crime, western, drama",5.8,3.7K,1h 48m,"When a bounty hunter and a band of unlikely heroes pursue a brutal killer, they find themselves in a deadly no-man's-land known as The Thicket."
The Thundermans Return,family,5.0,1.9K,1h 10m,"It centers on the family as they begin a new era of superhero crimefighting. When one save goes wrong, the Thundermans are sent back to Hiddenville."
The Tiger's Apprentice,family,5.8,2.3K,1h 24m,"Tom Lee, a Chinese-American boy, after the death of his grandmother, has to be apprenticed to the talking tiger Mr. Hu and learn ancient magic to become the new guardian of an ancient phoenix."
The Trainer,music,7.2,66,1h 35m,"Follows Jack, a fitness expert living with his mother in Los Angeles, who takes a maniacal swing at fame and fortune pursuing his version of the American dream."
The Truth: The Journey Within,news,6.3,10,1h 31m,"What we think we know and have based our entire lives upon is not the full story. Man has searched for the Truth since the beginning of time but all along the answers have only ever been discovered and experienced, from within, in the silent language of the heart, encoded into the Creation DNA of life itself. The Truth, The Journey Within magically weaves the teachings of 25 visionaries, Warriors of Wisdom quantum/bio/neuro-scientific experts bridging science, spirituality, and ancient wisdom. The Truth, The Journey Within is a living message for humanity unpacked in a docu-drama about a family and the complexities within relationships and life. No one has escaped the suffering within the core shared wounds of separation we all share from living enslaved within the false programming and lies of separation. The Truth reveals the self-mastery wisdom and tools as a direct path to our individual and collective liberation, as our liberation is bound to one another, which is all part of The Divine Plan of Our Great Awakening in this Golden Age of Miracles upon us. The Truth is the invitation to reclaim the truth of who you are, of who we are, beyond our conditioning. Can The Truth set you free? As you shatter the illusions of ""identities,"" what reveals experientially will be the limitations and false beliefs holding you in unbeneficial relationship patterns and cycles. Your Self-mastery lives within ""the gap"" of no mind, between stimulus and response. Beyond identity is pure awareness. This re-membering is your true unborn Creation Blueprint. Your core essence spontaneously unveils your divine supreme intelligence, as an expression of your highest purposed potential--to experience oneself as love, true prosperity, and deep intimacy, within authentic connection. As you reclaim your Divine sovereign authority, you'll begin mastering how to create ""the gap"" between your trigger and reaction. There is no secret, there's only The Truth. The Truth is our epic love story in the making. Begin the journey and discovery of your lifetime."
The Turning Point: XCLD: The Story of Cancel Culture,news,5.5,37,,"An unvarnished look at Cancel Culture through the eyes of victims, the admissions of perpetrators, and comedians and other speakers attempted to be ""canceled"" for doing their act or having said something stupid or even brilliant."
The Twin,horror,8.2,73,1h 43m,"After the tragic loss of his son, a man begins experiencing terrifying visions of a figure that looks like himself. As reality unravels, he must confront his past and the supernatural force haunting him before it consumes him completely."
The Underdoggs,sport,5.6,4.6K,1h 36m,"Jaycen ""Two Js"" Jennings is a washed-up ex-professional football star who has hit rock bottom. When Jaycen is sentenced to community service coaching an unruly pee-wee football team, he sees it as an opportunity to turn his life around."
The Unholy Trinity,"action, western, crime, adventure",6.0,611,1h 35m,Buried secrets of an 1870s Montana town spark violence when a young man returns to reclaim his legacy and is caught between a sheriff determined to maintain order and a mysterious stranger hell-bent on destroying it.
The Union,"action, comedy",5.4,54K,1h 47m,"Construction worker Mike is thrust into the world of espionage when his high school sweetheart, Roxanne, recruits him for a high-stakes intelligence mission."
The Visitor,comedy,4.1,391,1h 41m,"A refugee arrives at the home of an upper-class family in London and seduces each member of the family. When he suddenly is gone, he leaves behind a void that the rest try to fill in different ways."
The Volunteers: The Battle of Life and Death,war,6.1,252,2h 24m,"It tells the story of the third to fifth battles in the War to Resist U.S. Aggression and Aid Korea, among which Battle of Cheorwon will be the highlight. Li Xiang , Fu Chongbi, Cai Changyuan from 63rd Army and others will come on Stage."
The Watchers,"fantasy, horror, mystery",5.7,59K,1h 42m,"A young artist gets stranded in an extensive, immaculate forest in western Ireland, where, after finding shelter, she becomes trapped alongside three strangers, stalked by mysterious creatures each night."
The Wild Robot,"sci-fi, family, adventure, animation",8.2,185K,1h 42m,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose."
The Witch: Revenge,war,5.3,880,1h 40m,"In the aftermath of the Russian invasion of Ukraine in February 2022, a witch from Konotop seeks revenge on the Russian soldiers who killed her fiancé."
The Wonderful Story of Henry Sugar and Three More,fantasy,7.1,8.5K,1h 28m,Four tales unfold in writer-director Wes Anderson's anthology of short films adapted from Roald Dahl's beloved stories.
The World According to Allee Willis,music,8.0,104,1h 37m,Songwriter/artist Allee Willis began filming her life as a kid in 1950s Detroit and never stopped. She pursued creative expression at all costs while struggling to fit established gender and sexual norms - until she found a path to love.
The Yin Yang Master Zero,war,5.7,294,1h 52m,"During the Heian period, Seimei Abe trains in magic but lacks interest, until a collaboration with Hiromasa Minamoto arises to solve a strange phenomenon."
Thelma the Unicorn,"family, musical, animation",5.7,3.1K,1h 33m,"A singing pony who dreams of stardom finds instant fame when she transforms into a sparkly unicorn, but becoming a celebrity is one wild ride."
They Call Her Death,western,5.4,211,1h 32m,"Molly Pray is on a bloody crusade against the criminal forces who have wronged her. Her mission strikes at the myth of manifest destiny, but for Molly, with the embodied specter of Death on her side, this isn't political. This is personal."
They Called Him Mostly Harmless,documentary,5.9,3.3K,1h 29m,"A hiker found dead in Florida wilderness is identified by internet sleuths after 2 years. His identity triggers more questions as multiple hikers claim to have met him, but he never revealed his name."
This Is Me... Now,"music, musical",4.1,7.2K,1h 5m,This narrative-driven odyssey that coincides with the release of her same-named album tells the story of Jennifer Lopez's journey to love through her own eyes.
Tim Travers & the Time Travelers Paradox,fantasy,6.8,343,1h 35m,What happens if you travel back in time and eliminate your younger self? Terminally bored mad genius Tim Travers seeks to find the answer and unravel the time traveler's paradox. The Result? A crazy comedic adventure beyond comprehension.
Time Cut,"sci-fi, horror, mystery",5.0,20K,1h 31m,High school student accidentally travels back to 2003 and decides to stop the serial killer who murdered her sister.
Topuria Matador,sport,7.1,185,1h 35m,"Ilia's incredible journey from a childhood in war-torn Georgia to becoming a champion of the world. Overcoming obstacles with unwavering support, he faces the ultimate challenge of his life."
Transformers One,"sci-fi, fantasy, action, family, adventure, animation",7.6,55K,1h 44m,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but who once were friends bonded like brothers who changed the fate of Cybertron forever."
Trap,"crime, horror, mystery, thriller",5.8,146K,1h 45m,A father and his teen daughter attend a pop concert only to realize they've entered the center of a dark and sinister event.
Trapezium,musical,6.2,168,1h 35m,"A high school girl determined to become an idol faces obstacles pursuing her dream. Along the way, she befriends aspiring stars from all directions, learning what her shining ambition truly means."
Trigger Warning,crime,4.6,20K,1h 46m,"A special forces commando returns to her hometown after her father's sudden death, only to run afoul of a violent gang when she starts asking questions."
Turtles All the Way Down,"romance, mystery",6.6,7.6K,1h 51m,A teenager with OCD tries to solve a mystery surrounding a fugitive billionaire.
Twilight of the Warriors: Walled In,crime,6.9,10K,2h 6m,"Follows troubled youth Chan Lok-kwun as he accidentally enters the Walled City, discovers the order amidst its chaos, and learns important life lessons along the way."
Twisters,"action, thriller, adventure",6.5,177K,2h 2m,"Kate Carter, a retired tornado-chaser and meteorologist, is persuaded to return to Oklahoma to work with a new team and new technologies."
Uglies,"fantasy, sci-fi, adventure",4.7,34K,1h 40m,A world in which a compulsory operation wipes out physical differences and makes everyone pretty.
Ultraman: Rising,"fantasy, family, animation",6.9,6.7K,1h 57m,"Ken Sato is a superstar baseball player who returns to Japan to become the latest hero to carry the mantle of Ultraman. However, he is compelled to raise a newborn kaiju monster, the offspring of his greatest enemy, as his own child."
Uma Musume: Pretty Derby - Beginning of a New Era,sport,7.4,160,1h 48m,"Uma Musume - they were born to run. Born with names from other worlds, sometimes with strange, sometimes with glorious histories, they inherit the souls of these names and run. Aiming only at the goal beyond our eyes."
Under Paris,sport,5.2,37K,1h 44m,"To save Paris from a bloodbath, a grieving scientist is forced to face her tragic past when a giant shark appears in the Seine."
Unfrosted,"history, biography",5.5,35K,1h 37m,"In 1963 Michigan, business rivals Kellogg's and Post compete to create a cake that could change breakfast forever."
Unnatural,western,3.7,145,1h 43m,A gunslinger on a mission from God must track down supernatural creatures as penance for his past sins.
Unstoppable,sport,6.8,4.5K,1h 56m,"Centers around the life of wrestler Anthony Robles, who was born with one leg and won a national championship in 2011 while competing at Arizona State University."
Unsung Hero,family,7.0,5.2K,1h 53m,A mother's faith stands against all odds and inspires her husband and children to hold onto theirs. Based on a remarkable true story.
Upgraded,romance,6.1,30K,1h 44m,"Ana, an ambitious intern at an art auction house in New York City, misrepresents herself to a handsome wealthy man as the director. As their romance develops, her deception creates challenges that threaten her career and relationship."
Uprising,"history, war",6.6,6K,2h 6m,"In the Joseon Dynasty, two friends who grew up together, one the master and one the servant, reunite post-war as enemies on opposing sides."
Uranus 2324,sport,6.4,4.9K,2h 10m,"Love is deeper than the ocean, and bigger than the universe."
Varshangalkku Shesham,musical,6.6,4.2K,2h 46m,"The story of two friends set in two different time periods. Two boys, Murali and Venu, hailing from northern Kerala meet coincidentally and become friends."
Venom: The Last Dance,"action, sci-fi, thriller, adventure",6.0,132K,1h 50m,Eddie Brock and Venom must make a devastating decision as they're pursued by a mysterious military man and alien monsters from Venom's home world.
Verified,reality-tv,5.1,9,1h 37m,Locke meets Donnie Darko in a modern reinvention of the chamber film. A film made for a disenfranchised youth who have built the bars of the isolation with ones and zeroes.
Vermiglio,history,6.9,5K,1h 59m,"1944, Vermiglio, a remote mountain village. The arrival of Pietro, a deserter, into the family of the local teacher, and his love for the teacher's eldest daughter, will change the course of everyone's life."
Victory,musical,6.5,345,2h,"A high school dance duo and a soccer team on a remote island. Two girls create a cheer leading club to pursue their love of dance, but they soon find themselves enthusiastically cheering on the soccer team and the entire island."
Vijay 69,sport,6.1,1.2K,1h 52m,A quirky slice-of-life film where a man decides to compete in a triathlon contest at the age of 69. It stars Anupam Kher in the lead role and is written and directed by Akshay Roy.
Vulgar,romance,5.4,198,1h 43m,"Angelika's seemingly perfect life conceals a lack of fulfillment. While arranging her best friend's wedding, she meets Simon, her friend's daring and passionate brother who challenges Angelika's deeply held principles and life beliefs."
WWII: Operation Phoenix,war,5.7,101,1h 46m,"A small group of Allied commandos must parachute into enemy occupied Europe and recover the information a female spy was carrying, at all costs. They soon realize that this would be the easy part of the mission."
Wallace & Gromit: Vengeance Most Fowl,"sci-fi, family, adventure, animation",7.5,36K,1h 22m,Top dog Gromit springs into action to save his master when Wallace's high-tech invention goes rogue and he is framed for a series of suspicious crimes.
Was Once a Hero,western,8.8,64,,"Ginny and Little Bit, after their father's murder, flee outlaws across desert. They ally with ex-lawman Malcolm Hunter, hoping to reach Black Ridge for safety amidst peril and Malcolm's fading memory."
Watchmen: Chapter I,"mystery, animation",7.1,7.1K,1h 23m,"In 1985, the murder of a government sponsored superhero draws his outlawed colleagues out of retirement and into a mystery that threatens to upend their personal lives and the world itself."
Watchmen: Chapter II,animation,7.1,3.5K,1h 30m,"In an alternate 1985 America, a group of retired superheroes investigate a conspiracy after one of their own is murdered."
Waves,history,7.9,2K,2h 11m,A compromising record can change history.
We Live in Time,"romance, drama",7.0,57K,1h 48m,"After an unusual encounter, a talented chef and a recently divorcée fall in love and build the home and family they've always dreamed of, until a painful truth puts their love story to the test."
We Will Dance Again,documentary,7.6,11K,1h 30m,"A minute-by-minute retelling of the Supernova Music Festival Massacre, which took place on October 7th."
Went Up the Hill,fantasy,6.6,91,1h 40m,"Jack ventures to remote New Zealand for the funeral of his estranged mother and meets her widow Jill. But his mother's spirit returns to inhabit each of their bodies, instigating a life-threatening three-way nocturnal dance."
Werewolves,sci-fi,4.4,7.7K,1h 33m,"After a worldwide pandemic the previous year of people turning into werewolves after a super-moon event, two scientists try to stop the mutation from happening again as part of a team effort, but the experiment goes wildly awry."
What Jennifer Did,documentary,6.1,12K,1h 27m,"When Jennifer Pan calls 911 to report that her parents have been shot, she becomes the primary focus of a captivating criminal case."
White Courage,war,6.3,644,1h 55m,"Two Highlander brothers, clash after their father's death. Andrzej meets Wolfram, an anthropologist. War erupts, Andrzej seeks Highlanders' cooperation with Germans, leading to a violent brotherly confrontation amidst wartime turmoil."
White Snake: Afloat,animation,6.9,587,2h 13m,"Xiaobai finally found Xu Xian, the reincarnation of Axuan, after 500 years, the two met on the Broken Bridge. Xiaobai and sister hid in the streets and alleys, started a lively life in human world with him and his brother-in-law Li Gongfu."
Wicked,"romance, fantasy, musical",7.4,171K,2h 40m,"Elphaba, a young woman ridiculed for her green skin, and Galinda, a popular girl, become friends at Shiz University in the Land of Oz. After an encounter with the Wonderful Wizard of Oz, their friendship reaches a crossroads."
Will & Harper,documentary,7.4,13K,1h 54m,"In this intimate portrayal of friendship, transition and America, Will Ferrell and his close friend of thirty years decide to go on a cross-country road trip to explore a new chapter in their relationship."
William Tell,"history, biography, war, action, drama",5.7,3.4K,2h 14m,"The narrative unfolds in the 14th Century amidst the days of the Holy Roman Empire where Europe's nations fiercely vie for supremacy and the ambitious Austrians, desiring more land, encroach upon Switzerland, a serene and pastoral nation."
Winner,biography,6.5,2.7K,1h 43m,Winner is a brilliant young misfit from Texas who finds her morals challenged while serving in the U.S. Air Force and working as an NSA contractor.
Winter Spring Summer or Fall,romance,6.0,3.1K,1h 37m,"Remi and Barnes, two very different teenagers, meet by chance in the winter of their senior year, then spend four days together over the course of a year that will change their lives forever."
Witchboard,"horror, mystery",7.5,115,1h 52m,"From horror master Chuck Russell, a cursed Witchboard awakens dark forces, dragging a young couple into a deadly game of possession, deception, and supernatural terror in New Orleans."
Witches,history,7.4,1.3K,1h 30m,"Examines the relationship between cinematic portrayals of witches and postpartum depression, utilizing film history footage alongside personal testimony."
Without Blood,war,7.3,114,1h 31m,"A parable-like tale exploring themes of family, war, and revenge."
Wolfs,"crime, thriller",6.5,89K,1h 48m,"Two rival fixers cross paths when they're both called in to help cover up a prominent New York official's misstep. Over one explosive night, they'll have to set aside their petty grievances and their egos to finish the job."
Wynonna Earp: Vengeance,"fantasy, western, mystery",5.5,1.7K,1h 36m,Wynonna Earp is coming home to battle her greatest foe yet: a psychotic seductress hellbent on revenge against her...and everyone she loves.
Y2K,"sci-fi, horror",4.8,16K,1h 31m,Two high-school nobodies make the decision to crash a Y2K party. The night becomes even crazier than they could have ever dreamed when the clock strikes midnight.
Yacht Rock: A Dockumentary,"music, documentary",7.6,2K,1h 35m,"Chronicles the rise of the smooth West Coast sound pioneered by artists like Steely Dan, Toto, and Michael McDonald, exploring its widespread influence."
